4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5,-1,-1,-1,-1,1,0,0,2,-1,1,0,0,2,-1,-1,-1,-1,-1,3
5,-1,-1,-1,-1,3,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,3
5,-1,-1,-1,-1,3,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,3
5,-1,-1,-1,-1,3,-1,0,0,-1,3,-1,1,2,-1,-1,-1,-1,-1,3
5,-1,-1,-1,-1,3,-1,-1,5,-1,3,-1,-1,5,-1,-1,-1,-1,-1,3
5,-1,-1,-1,-1,3,-1,-1,5,-1,3,-1,-1,5,-1,-1,-1,-1,-1,3
5,-1,-1,-1,-1,4,4,4,4,-1,3,4,4,4,-1,-1,-1,-1,-1,3
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
4,0,0,2,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,4
